Wavl[A],Elm,Ion,Elow[eV],UnBrCalDep
4275.08,Nd,2,1.503,0.081
4275.08,Cr,1,3.122,0.081
4275.1,Cu,1,4.838,0.125
4275.22,Cr,1,3.079,0.074
4275.45,Ce,2,1.014,0.066
4275.57,Cr,2,3.858,0.577
4275.57,Ce,2,0.561,0.038
4275.63,La,2,0.321,0.119
4275.64,Fe,1,3.43,0.463
4275.7,Fe,1,2.559,0.749
4275.78,Ti,1,2.334,0.067
4275.89,Cr,1,3.878,0.161
4276.11,Co,1,3.568,0.102
4276.43,Ti,1,1.7336,0.437
4276.63,Ti,1,2.297,0.238
4276.67,Fe,1,3.881,0.805
4276.7,Fe,1,3.267,0.292
4276.79,Na,1,2.104,0.029
4276.79,Na,1,2.104,0.213
4276.83,Fe,2,0.301,0.047
4276.95,V,1,1.853,0.42
4277.28,Nd,2,0.182,0.047
4277.31,Th,2,0,0.049
4277.37,Zr,2,0.802,0.292
4277.39,Fe,1,2.609,0.581
4277.47,Cr,1,4.618,0.024
4277.54,Ti,2,4.969,0.043
4277.68,Fe,1,4.143,0.418
4277.8,Cr,1,3.857,0.092
4278.16,Fe,2,2.692,0.567
4278.22,Ti,1,2.578,0.509
4278.23,Fe,1,3.3683,0.827
4278.39,Fe,1,2.845,0.166
4278.51,Fe,1,4.435,0.128
4278.67,Mn,1,4.726,0.057
4278.79,Ti,1,2.305,0.222
4278.8,Fe,1,3.547,0.174
4278.86,Ce,2,0.32,0.149
4278.89,V,2,4.005,0.048
4279.09,Fe,1,3.635,0.104
4279.32,Fe,1,4.559,0.027
4279.48,Fe,1,3.883,0.761
4279.67,Sm,2,0.277,0.175
4279.74,Sm,2,0.185,0.046
4279.75,Ni,1,4.266,0.091
4279.86,Fe,1,2.8581,0.823
4279.88,Fe,1,4.191,0.054
4279.93,Sc,2,0.595,0.114
4279.94,Sm,2,0.248,0.072
4280.05,Ti,1,2.318,0.123
4280.09,Cr,1,3.011,0.142
4280.14,Ce,2,0.735,0.075
4280.17,Cr,1,3.849,0.089
4280.36,Cr,1,3.435,0.037
4280.4,Cr,1,3.85,0.029
4280.47,Fe,1,3.047,0.538
4280.49,Gd,2,0.354,0.148
4280.53,Fe,1,3.237,0.773
4280.63,Cr,1,3.087,0.099
4280.78,Sm,2,0.485,0.35
4280.78,Fe,1,4.415,0.029
4280.88,Cr,1,3.422,0.078
4280.97,Cr,1,3.01,0.114
4280.99,Ce,2,0.553,0.108
4281.01,Sm,2,0,0.081
4281.05,Cr,2,3.105,0.038
4281.1,Mn,1,2.9197,0.811
4281.37,Ti,1,0.813,0.582
4281.59,Fe,1,2.453,0.497
4281.71,Ti,1,2.408,0.056
4281.91,Ce,2,0.721,0.029
4282.04,Th,2,0.765,0.031
4282.19,Zr,1,0.651,0.052
4282.38,Cr,1,3.011,0.195
4282.4,Fe,1,2.1759,0.95
4282.43,Nd,2,0.471,0.232
4282.45,Pr,2,0.55,0.104
4282.49,Mn,2,5.52,0.036
4282.56,Nd,2,0.064,0.121
4282.62,Ti,1,1.734,0.024
4282.7,Ti,1,1.873,0.756
4282.71,Cr,1,3.011,0.102
4282.9,V,1,1.868,0.047
4282.92,Fe,1,3.634,0.057
4283.01,Ca,1,1.886,0.906
4283.02,Cr,1,4.207,0.071
4283.06,Fe,1,3.547,0.138
4283.4,Fe,1,2.609,0.245
4283.77,Fe,1,4.154,0.117
4283.87,Fe,1,0.99,0.037
4283.94,Fe,1,4.313,0.022
4283.97,Cr,1,3.013,0.226
4284.04,Cr,1,3.013,0.244
4284.05,V,1,1.849,0.422
4284.08,Fe,1,4.154,0.056
4284.09,Mn,1,2.953,0.285
4284.19,Cr,2,3.854,0.504
4284.4,Fe,1,2.99,0.682
4284.41,Fe,1,4.371,0.024
4284.43,Mn,2,5.37,0.025
4284.51,Nd,2,0.631,0.291
4284.67,Ni,1,3.193,0.726
4284.7,Ti,1,2.427,0.041
4284.7,Fe,1,3.43,0.117
4284.71,Cr,1,2.889,0.275
4284.82,Cr,1,3.013,0.087
4284.87,Ti,1,2.396,0.033
4284.89,Ni,1,3.898,0.533
4284.98,Ti,1,1.739,0.633
4285.18,Ni,1,3.399,0.126
4285.36,Ce,2,0.91,0.117
4285.44,Fe,1,3.237,0.872
4285.44,Ti,1,2.333,0.061
4285.49,Sm,2,0.277,0.097
4285.77,Co,1,0.174,0.342
4285.82,Fe,1,3.64,0.741
4286,Ti,1,0.826,0.866
4286.14,V,2,1.686,0.025
4286.41,V,1,1.86,0.066
4286.43,Fe,1,2.949,0.754
4286.5,Zr,2,0.972,0.143
4286.65,Sm,2,0.434,0.046
4286.85,Ti,1,2.334,0.022
4286.86,Fe,1,3.417,0.77
4286.96,La,2,1.946,0.082
4286.98,Fe,1,3.943,0.75
4287.23,Fe,1,4.559,0.039
4287.38,Co,1,3.568,0.087
4287.39,Fe,2,0,0.119
4287.4,Ti,1,0.836,0.851
4287.79,V,1,2.578,0.044
4287.84,Na,1,2.102,0.022
4287.87,Ti,2,1.08,0.868
4287.94,Fe,1,3.43,0.752
4287.99,Ni,1,3.834,0.803
4288.15,Fe,1,2.758,0.846
4288.15,Ti,1,0.818,0.252
4288.19,Ti,1,1.053,0.271
4288.36,Ti,1,2.25,0.072
4288.55,Cr,1,3.092,0.199
4288.56,Fe,1,4.473,0.138
4288.59,Fe,1,3.642,0.072
4288.66,Ce,2,0.327,0.112
4288.95,Fe,1,2.588,0.831
4289.07,Ti,1,0.818,0.859
4289.3,Fe,1,2.424,0.286
4289.37,Ca,1,1.879,0.905
4289.45,Ce,2,0.446,0.128
4289.72,Cr,1,0,0.961
4289.88,Pr,2,0.422,0.023
4289.91,Ti,1,2.175,0.271
4289.91,Fe,1,3.397,0.838
4289.93,Ce,2,0.328,0.543
4290.07,Mn,1,4.666,0.035
4290.21,Ti,2,1.165,0.925
4290.23,Fe,1,3.417,0.042
4290.26,Ni,1,3.399,0.159
4290.32,Fe,1,3.417,0.479
4290.35,Ti,2,2.061,0.378
4290.38,Fe,1,2.9904,0.853
4290.43,Fe,1,4.154,0.697
4290.43,Ce,2,0.559,0.044
4290.59,Ce,2,0.559,0.079
4290.62,Fe,1,3.634,0.032
4290.86,Fe,1,2.831,0.83
4290.93,Ti,1,0.813,0.855
4290.95,Nd,2,1.402,0.03
4291.01,Na,1,2.104,0.037
4291.13,Ti,1,2.267,0.543
4291.25,Ca,1,2.933,0.538
4291.29,V,1,1.853,0.046
4291.43,Fe,1,2.728,0.149
4291.46,Fe,1,0.052,0.928
4291.47,Fe,1,1.557,0.792
4291.59,Fe,1,4.415,0.05
4291.81,V,1,2.138,0.329
4291.86,Ti,1,2.318,0.028
4291.96,Cr,1,3.422,0.438
4291.96,Cr,1,3.878,0.076
4292.07,Ni,1,4.089,0.44
4292.12,Fe,1,2.176,0.801
4292.16,Fe,1,2.588,0.201
4292.18,Sm,2,0.333,0.078
4292.24,Mn,2,5.38,0.068
4292.25,Co,1,2.787,0.092
4292.28,Fe,1,2.198,0.835
4292.34,Ni,1,3.898,0.478
4292.58,Ce,2,0.808,0.061
4292.67,Ti,1,1.046,0.205
4292.76,Ce,2,0.561,0.074
4293.12,Zr,2,1.743,0.113
4293.44,Ti,1,2.427,0.074
4293.54,Cr,1,2.9135,0.285
4293.8,Fe,1,2.433,0.453
4294.04,Fe,1,2.559,0.842
4294.09,Ti,2,1.084,0.926
4294.12,Fe,1,1.4848,0.967
4294.18,Nd,2,0.933,0.032
4294.61,W,1,0.366,0.102
4294.77,Sc,2,0.605,0.793
4294.79,Zr,1,0.687,0.048
4294.83,Cr,1,3.092,0.029
4294.91,Fe,1,3.267,0.7
4294.93,Dy,2,2.093,0.024
4295,Ti,1,2.239,0.028
4295.22,Nd,2,0.742,0.021
4295.41,Fe,1,4.218,0.094
4295.75,Ti,1,0.813,0.853
4295.75,Cr,1,2.708,0.682
4295.83,Cr,1,3.104,0.031
4295.88,Ni,1,3.841,0.726
4296.05,Ce,2,0.823,0.063
4296.05,La,2,0.772,0.054
4296.06,Gd,2,0.499,0.113
4296.09,Si,1,4.954,0.045
4296.09,Cr,1,4.616,0.037
4296.1,V,1,2.13,0.274
4296.28,Cr,1,3.092,0.117
4296.37,Ce,2,0.809,0.047
4296.39,Fe,1,4.191,0.332
4296.57,Fe,2,2.704,0.824
4296.61,Cr,1,3.85,0.091
4296.68,Ce,2,0.516,0.441
4296.73,Zr,2,1.756,0.112
4296.78,Ce,2,0.857,0.153
4296.97,Ni,1,4.154,0.161
4297.05,Cr,1,2.709,0.52
4297.17,Gd,2,1.406,0.037
4297.34,Nd,2,0.205,0.043
4297.49,Fe,1,4.371,0.037
4297.52,Ni,1,3.399,0.022
4297.68,V,1,2.122,0.224
4297.71,Ru,1,1.002,0.087
4297.73,Cr,1,3.85,0.615
4297.77,Pr,2,0,0.154
4297.78,Nd,2,0.38,0.136
4298.03,V,1,2.115,0.206
4298.03,Cr,1,4.618,0.111
4298.04,Fe,1,3.047,0.87
4298.17,Cr,1,4.446,0.037
4298.2,Fe,1,3.111,0.361
4298.26,Mn,1,4.273,0.069
4298.35,Ni,1,3.898,0.173
4298.51,Ni,1,3.841,0.374
4298.67,Ti,1,0.818,0.882
4298.76,Ni,1,0.423,0.42
4298.99,Ca,1,1.886,0.894
4299.09,Ce,2,0.495,0.033
4299.12,Fe,1,4.191,0.597
4299.21,Ti,1,1.749,0.765
4299.23,Fe,1,2.425,0.953
4299.24,Fe,1,3.267,0.878
4299.36,Ce,2,0.175,0.19
4299.47,Fe,1,3.252,0.369
4299.63,Fe,1,3.018,0.795
4299.63,Ti,1,0.826,0.773
4299.69,Nd,2,0.182,0.069
4299.7,Cr,1,2.9,0.468
4299.89,Cr,1,3.104,0.737
4300.04,Ti,2,1.18,0.942
4300.19,Ce,2,0.529,0.034
4300.19,Mn,1,4.64,0.087
4300.2,Fe,1,3.881,0.639
4300.33,Ce,2,0.446,0.263
4300.43,La,2,0,0.101
4300.48,Ti,1,2.16,0.29
4300.5,Cr,1,3.435,0.459
4300.52,Fe,1,2.609,0.165
4300.55,Ti,1,0.8259,0.871
4300.82,Fe,1,3.984,0.789
4300.86,Ce,2,0.812,0.033
4301.03,Co,1,3.622,0.044
4301.03,Fe,1,4.283,0.25
4301.06,Mn,1,4.332,0.159
4301.08,Ti,1,0.836,0.871
4301.17,Cr,1,3.449,0.589
4301.28,Ti,2,4.95,0.026
4301.33,Fe,1,3.984,0.021
4301.5,Fe,1,4.103,0.576
4301.6,Er,2,0,0.061
4301.8,Zr,2,1.759,0.591
4301.91,Ti,2,1.161,0.908
4301.97,Co,1,2.63,0.021
4302.09,Ni,1,3.48,0.13
4302.1,W,1,0.366,0.038
4302.19,Fe,1,3.047,0.846
4302.53,Ca,1,1.8989,0.928
4302.65,Ce,2,1.319,0.025
4302.66,Fe,1,4.371,0.342
4302.69,Fe,1,2.453,0.062
4302.82,Cr,1,4.616,0.119
4302.87,Zr,1,0.73,0.027
4302.98,Ti,1,1.053,0.083
4302.98,Ni,1,4.419,0.031
4303.05,Fe,1,3.884,0.033
4303.18,Fe,2,2.704,0.863
4303.22,Fe,1,4.58,0.111
4303.23,Co,1,0.224,0.156
4303.51,V,1,2.581,0.037
4303.57,Nd,2,0,0.772
4303.79,Er,2,0.636,0.022
4303.93,Fe,1,4.191,0.064
4304.28,Ce,2,1.194,0.189
4304.43,Nd,2,1.52,0.08
4304.54,Fe,1,2.949,0.826
4304.69,Zr,1,1.822,0.021
4304.78,Cr,1,4.618,0.022
4304.81,V,1,1.183,0.026
4304.87,Fe,1,3.301,0.683
4304.9,Ce,2,0.893,0.023
4304.9,Fe,1,3.547,0.044
4304.95,Sm,2,0.659,0.036
4304.95,Fe,1,4.473,0.092
4305.13,Fe,1,2.728,0.455
4305.14,Ce,2,0.857,0.159
4305.2,Fe,1,3.546,0.671
4305.36,Ni,1,3.847,0.267
4305.44,Cr,1,2.889,0.446
4305.44,Sr,2,3.04,0.694
4305.45,Fe,1,3.0173,0.871
4305.46,Fe,1,4.154,0.261
4305.51,Fe,1,4.313,0.223
4305.61,Ce,2,0.635,0.042
4305.67,Mn,1,4.679,0.03
4305.71,Sc,2,0.595,0.812
4305.74,Ti,1,2.236,0.113
4305.75,Pr,2,0.055,0.183
4305.91,Ti,1,0.8484,0.893
4305.97,Mn,1,4.713,0.022
4306.03,Fe,1,4.218,0.393
4306.06,Fe,1,3.397,0.332
4306.22,V,1,0.017,0.323
4306.58,Fe,1,3.43,0.686
4306.68,Fe,1,4.415,0.028
4306.73,Ce,2,0.516,0.267
4306.74,Fe,1,4.387,0.152
4306.91,Fe,1,4.387,0.382
4306.92,Cr,2,5.873,0.038
4306.93,Ti,1,0.813,0.121
4307,Ni,1,4.165,0.141
4307.18,V,1,0,0.253
4307.27,Ni,1,4.154,0.361
4307.44,Co,1,3.665,0.107
4307.46,Cr,1,3.079,0.145
4307.62,Fe,1,3.252,0.479
4307.69,Cr,1,4.616,0.044
4307.74,Ca,1,1.886,0.9
4307.77,Nd,2,0.38,0.116
4307.85,Fe,1,4.283,0.169
4307.86,Ti,2,1.165,0.912
4307.9,Fe,1,1.5574,0.979
4308,Ni,1,3.847,0.187
4308.16,Mn,2,5.418,0.028
4308.49,Fe,1,2.453,0.348
4308.5,Ti,1,1.067,0.374
4308.54,Fe,1,2.223,0.183
4308.63,Dy,2,0,0.229
4308.82,Ce,2,0.74,0.021
4308.88,Mn,1,4.268,0.105
4308.91,Zr,2,1.486,0.265
4309.01,Sm,2,0.185,0.135
4309.03,Fe,1,3.634,0.838
4309.08,Ti,1,2.249,0.085
4309.18,Fe,1,4.256,0.095
4309.37,Fe,1,2.949,0.892
4309.44,Co,1,3.016,0.058
4309.45,Fe,1,3.111,0.868
4309.56,Fe,1,4.435,0.194
4309.58,Ce,2,0.74,0.032
4309.63,Y,2,0.18,0.857
4309.66,Cr,1,4.208,0.06
4309.66,V,1,2.359,0.048
4309.71,Fe,1,4.584,0.718
4309.73,Ce,2,0.459,0.117
4309.74,V,1,2.13,0.021
4309.8,V,1,0.04,0.303
4309.84,Ti,1,0.848,0.025
4310.07,Fe,1,3.43,0.209
4310.08,Co,1,2.328,0.035
4310.36,Ti,1,1.053,0.172
4310.37,Fe,1,3.928,0.736
4310.5,Nd,2,0.205,0.054
4310.54,Fe,1,3.635,0.347
4310.66,Cr,1,2.967,0.153
4310.7,Ce,2,0.495,0.058
4310.98,Gd,2,0.492,0.021
4311.65,Ti,1,2.154,0.201
4312.22,Zr,2,1.756,0.032
4312.34,Ca,1,2.933,0.141
4312.35,V,2,1.673,0.54
4312.47,Cr,1,3.113,0.156
4312.49,Fe,1,4.256,0.468
4312.55,Mn,1,2.941,0.573
4312.85,Fe,1,4.143,0.087
4312.86,Ti,2,1.18,0.909
4312.94,Fe,1,4.178,0.091
4312.98,Fe,1,4.22,0.062
4313.04,Fe,1,2.759,0.073
4313.53,Ni,1,4.165,0.172
4314.08,Sc,2,0.618,0.922
4314.31,Fe,2,2.676,0.569
4314.36,Nd,2,1.529,0.036
4314.51,Nd,2,0,0.282
4314.73,Ti,1,0.818,0.582
4314.8,Ti,1,0.836,0.837
4314.97,Ti,2,1.161,0.911
4314.98,Fe,2,4.732,0.104
4315.08,Fe,1,2.1979,0.931
4315.22,Mn,1,4.685,0.022
4315.38,Cr,1,2.915,0.046
4315.41,Ce,2,0.9,0.036
4315.45,Fe,1,4.154,0.146
4315.61,Cr,1,2.915,0.078
4315.95,Fe,1,2.433,0.194
4316.05,Gd,2,0.662,0.16
4316.18,Ni,1,4.105,0.07
4316.79,Ti,2,2.048,0.736
4316.95,Fe,1,4.32,0.252
4317.05,Fe,1,3.546,0.624
4317.3,Zr,2,0.713,0.309
4317.3,Fe,1,4.473,0.052
4317.33,Ce,2,1.042,0.039
4317.38,Fe,1,3.64,0.104
4317.89,Cr,1,4.207,0.066
4317.98,Ce,2,0.809,0.033
4318.32,Fe,1,4.191,0.293
4318.34,Ni,1,4.105,0.312
4318.63,Ti,1,2.256,0.69
4318.65,Ca,1,1.899,0.903
4318.75,Sr,1,1.77,0.024
4318.93,Sm,2,0.277,0.29
4319.31,Cr,1,3.087,0.065
4319.44,Fe,1,2.609,0.314
4319.62,Fe,2,0.352,0.025
4319.63,Cr,1,2.889,0.539
4319.69,Cr,1,3.892,0.133
4320.13,Fe,1,4.387,0.053
4320.36,Fe,1,3.397,0.484
4320.38,Co,1,3.665,0.06
4320.49,Fe,1,3.417,0.561
4320.52,Fe,1,4.435,0.151
4320.57,Cr,1,2.9,0.232
4320.6,Cr,1,2.914,0.099
4320.72,Ce,2,0.459,0.25
4320.73,Sc,2,0.605,0.913
4320.95,Ti,2,1.165,0.855
4321.1,Gd,2,0.602,0.028
4321.23,Cr,1,2.872,0.173
4321.32,Ni,1,3.796,0.034
4321.4,Na,1,2.1023,0.176
4321.45,Cr,1,2.983,0.078
4321.51,Cr,1,3.966,0.026
4321.61,Cr,1,3.122,0.183
4321.62,Ni,1,3.898,0.097
4321.66,Ti,1,2.2363,0.504
4321.77,Ti,1,2.16,0.059
4322.02,V,2,1.679,0.05
4322.12,Ti,1,2.175,0.033
4322.5,La,2,0.173,0.244
4322.79,Ce,2,1.092,0.07
4322.8,Fe,1,2.832,0.159
4322.82,Fe,1,4.593,0.087
4323.14,Fe,1,4.473,0.145
4323.29,Sm,2,0.104,0.11
4323.36,Fe,1,2.453,0.203
4323.43,Ti,1,1.067,0.205
4323.56,Pr,2,0.63,0.025
4323.69,Fe,1,4.256,0.043
4323.85,Cr,1,2.967,0.069
4323.93,Fe,1,4.22,0.022
4324.31,Fe,1,3.047,0.141
4324.34,Fe,1,3.634,0.331
4324.62,Na,1,2.104,0.038
4324.62,Na,1,2.104,0.272
4324.73,Fe,1,4.22,0.313
4324.78,Ce,2,0.956,0.721
4324.95,Fe,1,2.198,0.621
4325,Sc,2,0.595,0.901
4325.04,Cr,1,3.966,0.033
4325.04,Mn,2,5.397,0.136
4325.06,Cr,1,2.967,0.635
4325.11,Dy,2,1.662,0.023
4325.13,Ti,1,2.249,0.718
4325.18,Fe,1,3.018,0.423
4325.35,Fe,1,4.387,0.317
4325.35,Ni,1,3.606,0.737
4325.38,Fe,1,4.178,0.117
4325.44,Fe,2,6.138,0.048
4325.54,Fe,2,6.088,0.058
4325.56,Gd,2,1.372,0.031
4325.59,Ni,1,3.306,0.769
4325.6,Fe,1,4.559,0.082
4325.61,Fe,1,4.103,0.736
4325.63,Cr,1,3.113,0.145
4325.64,Zr,2,1.743,0.077
4325.74,Fe,1,0,0.775
4325.76,Nd,2,0.471,0.468
4325.76,Fe,1,1.608,0.977
4325.85,Cr,1,4.44,0.071
4325.94,Fe,1,3.267,0.805
4325.98,Ti,1,3.215,0.025
4326.16,Fe,1,4.209,0.064
4326.24,Ti,1,1.997,0.026
4326.35,Ti,1,0.826,0.433
4326.64,Mn,2,5.398,0.092
4326.75,Fe,1,2.9488,0.843
4326.82,Ce,2,0.735,0.022
4326.96,Ti,1,0.813,0.47
4327.09,Fe,1,3.5466,0.875
4327.15,Gd,2,0.354,0.107
4327.27,Ti,1,2.334,0.028
4327.78,Fe,1,3.695,0.398
4327.79,Ni,1,4.167,0.056
4327.9,Fe,1,3.301,0.812
4327.93,Nd,2,0.559,0.218
4328.01,Cr,1,4.207,0.026
4328.02,Fe,1,4.301,0.095
4328.98,Pr,2,0.63,0.024
4329.02,Sm,2,0.185,0.215
4329.03,Fe,1,4.1863,0.271
4329.26,Fe,1,4.231,0.049
4329.42,Pr,2,0.216,0.051
4329.54,Fe,1,2.223,0.128
4330.03,V,1,0,0.539
4330.17,Fe,1,4.22,0.069
4330.24,Ti,2,2.048,0.687
4330.44,Ce,2,0.322,0.626
4330.46,Fe,1,4.22,0.539
4330.6,Gd,2,0.522,0.07
4330.7,Ti,2,1.18,0.834
4330.7,Ni,1,3.7963,0.804
4330.76,Cr,1,3.079,0.089
4330.8,Fe,1,3.017,0.12
4330.83,Ce,2,1.212,0.022
4330.95,Fe,1,3.267,0.707
4331.37,Fe,1,3.018,0.284
4331.43,Fe,1,3.397,0.284
4331.55,V,2,2.05,0.083
4331.64,Ni,1,1.6764,0.86
4331.76,Ce,2,1.206,0.062
4332.08,Cr,1,3.087,0.027
4332.44,Fe,1,2.832,0.299
4332.55,Fe,1,3.943,0.134
4332.56,Cr,1,3.122,0.148
4332.59,Fe,1,4.256,0.034
4332.7,Ce,2,0.701,0.118
4332.82,V,1,0.017,0.607
4332.88,Fe,2,2.692,0.559
4333.2,Ni,1,4.105,0.394
4333.25,Zr,2,2.409,0.077
4333.75,La,2,0.173,0.721
4333.93,Mn,1,4.354,0.023
4333.97,Pr,2,0.204,0.154
4334.08,Fe,1,4.178,0.611
4334.09,V,1,1.218,0.101
4334.14,Sm,2,0.277,0.181
4334.32,Ce,2,1.013,0.037
4334.61,Fe,1,4.435,0.086
4334.83,Ti,1,0.818,0.254
4334.93,Fe,1,4.301,0.422
4335.13,Cr,1,3.889,0.05
4335.16,Fe,1,4.218,0.477
4335.23,Ni,1,4.105,0.055
4335.47,Ca,1,4.68,0.023
4335.9,Fe,1,3.884,0.021
4336.24,Ce,2,0.704,0.078
4336.38,Fe,1,4.473,0.045
4336.42,Ti,1,2.267,0.398
4336.6,Fe,1,3.884,0.075
4336.86,Fe,1,3.417,0.096
4336.92,Ti,1,1.873,0.295
4337.05,Fe,1,1.5574,0.948
4337.11,Cr,1,4.208,0.132
4337.24,Fe,1,4.593,0.729
4337.26,Ti,2,2.061,0.347
4337.42,Mn,1,4.273,0.062
4337.52,Fe,1,2.588,0.525
4337.56,Cr,1,0.9684,0.871
4337.61,Zr,2,1.773,0.066
4337.66,Cr,1,3.89,0.168
4337.77,Ce,2,0.327,0.316
4337.84,Cr,1,4.44,0.028
4337.91,Ti,2,1.08,0.922
4338.22,Fe,1,4.435,0.177
4338.25,Fe,1,2.176,0.833
4338.47,Ti,1,2.16,0.389
4338.69,Nd,2,0.742,0.276
4338.7,Pr,2,0.422,0.058
4338.7,Fe,2,2.692,0.5
4338.77,Cr,1,3.375,0.253
4339.31,Ce,2,1.348,0.082
4339.45,Cr,1,0.9828,0.861
4339.55,Zr,2,0.802,0.099
4339.71,Cr,1,0.961,0.875
4339.99,Ti,1,2.017,0.033
4340.13,Cr,1,2.708,0.655
4340.27,Fe,1,4.076,0.108
4340.46,H,1,10.199,0.774
4340.49,Fe,1,2.759,0.355
4340.51,Fe,1,3.43,0.351
4340.58,Fe,1,4.076,0.132
4340.78,Fe,1,4.22,0.13
4341.01,V,1,0.04,0.681
4341.07,Cr,2,5.67,0.047
4341.11,Zr,1,1.396,0.053
4341.18,Cr,1,3.85,0.219
4341.23,Fe,1,3.397,0.646
4341.29,Gd,2,0.425,0.09
4341.32,Cr,1,3,0.139
4341.36,Ti,2,1.116,0.759
4341.44,Ni,1,3.597,0.122
4341.45,Cr,1,2.709,0.095
4341.49,Na,1,2.102,0.027
4341.64,C,1,7.946,0.231
4341.81,Fe,1,3.547,0.189
4342.06,Nd,2,0.064,0.12
4342.13,Ce,2,0.609,0.022
4342.18,Gd,2,0.6,0.143
4342.19,V,1,1.195,0.065
4342.4,C,1,7.946,0.081
4342.48,Ce,2,1.274,0.031
4342.83,V,1,1.873,0.099
4343.17,Cr,1,2.71,0.362
4343.18,Fe,1,2.845,0.257
4343.2,Fe,1,4.186,0.035
4343.22,Fe,1,4.103,0.818
4343.27,Fe,1,3.251,0.822
4343.27,Fe,2,6.138,0.073
4343.56,Fe,1,4.22,0.073
4343.7,Fe,1,3.0469,0.808
4343.78,Ti,1,2.154,0.051
4343.87,Ce,2,0.709,0.044
4343.87,Fe,1,3.547,0.021
4343.93,Fe,1,4.371,0.171
4343.98,Mn,2,5.397,0.137
4344.05,Fe,1,4.559,0.029
4344.1,C,1,7.946,0.071
4344.28,Ti,2,1.084,0.851
4344.29,Gd,2,0.602,0.023
4344.31,C,1,7.946,0.141
4344.35,Fe,1,4.58,0.108
4344.5,Fe,1,3.603,0.82
4344.5,Cr,1,1.004,0.924
4344.73,Na,1,2.104,0.064
4344.89,Fe,1,4.154,0.773
4345.11,Cr,1,3.369,0.26
4345.33,Fe,1,4.58,0.458
4345.79,Cr,1,3.104,0.091
4345.85,Sm,2,0.104,0.091
4346.1,Ti,1,2.236,0.063
4346.1,Ti,1,1.879,0.204
4346.33,Mn,1,2.282,0.472
4346.55,Fe,1,3.3015,0.823
4346.6,Ti,1,2.154,0.039
4346.74,Cr,1,2.983,0.04
4346.82,Cr,1,2.983,0.586
4346.89,V,2,1.673,0.057
4347.23,Fe,1,0,0.78
4347.31,Gd,2,1.314,0.035
4347.49,Pr,2,0.422,0.073
4347.5,Cr,1,2.987,0.093
4347.8,Sm,2,0.378,0.173
4347.83,Fe,1,3.602,0.772
4347.89,Zr,1,0.999,0.101
4348.32,Fe,1,3.984,0.267
4348.4,Mn,2,5.418,0.029
4348.94,Fe,1,2.99,0.801
4348.97,C,1,7.946,0.088
4349.11,Ni,1,3.941,0.035
4349.77,Ce,2,0.529,0.123
4349.97,V,2,2.036,0.053
4350.14,Fe,1,4.283,0.394
4350.47,Sm,2,0.485,0.102
4350.81,V,1,0.267,0.03
4350.83,Ti,2,2.061,0.677
4350.99,Fe,1,3.301,0.332
4351.05,Cr,1,0.9684,0.859
4351.28,Nd,2,0.182,0.288
4351.37,Fe,1,3.417,0.474
4351.54,Fe,1,2.99,0.846
4351.61,Cr,1,3.888,0.046
4351.77,Fe,2,2.704,0.881
4351.81,Cr,1,1.03,0.927
4351.84,Fe,1,4.154,0.601
4351.84,Pr,2,0.216,0.136
4351.91,Mg,1,4.3458,0.864
4352.01,Fe,1,4.584,0.085
4352.04,Fe,1,2.759,0.047
4352.1,Sm,2,0.485,0.101
4352.61,Cr,2,3.909,0.03
4352.71,Ce,2,0.601,0.223
4352.73,Fe,1,2.2227,0.92
4352.87,V,1,0.0686,0.705
4353.2,Tb,2,0.373,0.023
4353.33,Cr,1,3.889,0.111
4353.36,Ce,2,1.581,0.042
4353.52,Fe,1,4.283,0.167
4353.71,Fe,1,4.256,0.028
4353.97,Cr,1,3.375,0.32
4354.06,Ti,1,2.16,0.108
4354.28,Fe,1,3.882,0.189
4354.34,Fe,2,7.653,0.029
4354.38,Fe,1,4.559,0.054
4354.41,La,2,0.917,0.136
4354.42,Si,1,4.93,0.024
4354.53,Mg,1,4.346,0.651
4354.6,Sc,2,0.605,0.733
4354.89,Fe,1,4.231,0.548
4354.97,V,1,1.893,0.099
4355.08,Ca,1,2.709,0.108
4355.15,Ce,2,1.406,0.024
4355.28,Ti,1,2.041,0.172
4355.9,Ni,1,3.635,0.482
4355.94,V,1,0.017,0.167
4356.01,Nd,2,1.329,0.039
4356.23,Ti,1,2.578,0.074
4356.61,Mn,1,4.713,0.028
4356.86,Cr,1,3.011,0.276
4356.9,Co,1,3.622,0.079
4357.04,Fe,1,4.154,0.024
4357.5,Fe,1,4.435,0.028
4357.52,Cr,1,3.368,0.125
4357.53,Fe,1,3.96,0.075
4357.58,Fe,2,6.088,0.358
4357.85,Ni,1,4.236,0.062
4357.94,Fe,1,3.64,0.048
4358.08,Fe,1,4.607,0.021
4358.16,Nd,2,0.321,0.469
4358.36,Fe,2,0.387,0.023
4358.45,Dy,2,0.103,0.034
4358.5,Fe,1,2.9488,0.862
4358.54,Cr,1,3.092,0.044
4358.64,Cr,1,3.113,0.176
4358.68,Fe,1,3.017,0.055
4358.69,Nd,2,0.559,0.076
4358.73,Y,2,0.104,0.76
4358.9,Fe,1,4.218,0.659
4358.94,Fe,1,3.884,0.196
4359.06,Ce,2,1.092,0.055
4359.19,Fe,1,4.191,0.484
4359.24,Nd,2,0.559,0.039
4359.33,Fe,2,0.048,0.092
